filename,file_path,file_size_mb,channel,channel_idx,raw_name,fault,coarse_fault,fault_label,condition,split,n_channels_catalog,n_channels_loaded,original_length,sampled_length,sampled_for_stats,length,missing_count,finite_count,mean,std,min,max,median,rms,peak_to_peak,skewness,kurtosis,max_abs,crest_factor
B1_40.MAT,data/raw/dataset_2/broken/1/B1_40.MAT,443.0,Channel_2,1,B1_40,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor1_spd40hz,,4,4,14516224,2000000,True,2000000,0,2000000,-1.0506821827949584,27.450942654325345,-417.4917003288865,296.9248733446002,-1.2318940535187721,27.471042675157083,714.4165736734867,0.05648144029769643,2.823773219021164,417.4917003288865,15.19751926658529
B1_40.MAT,data/raw/dataset_2/broken/1/B1_40.MAT,443.0,Channel_3,2,B1_40,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor1_spd40hz,,4,4,14516224,2000000,True,2000000,0,2000000,-358.2527285536348,3493.267858628038,-2766.4751951768994,9994.756519787014,-1536.6166766360402,3511.5901454526047,12761.231714963913,2.6212861631509736,4.8788171270898575,9994.756519787014,2.846219548921419
B1_40.MAT,data/raw/dataset_2/broken/1/B1_40.MAT,443.0,Channel_4,3,B1_40,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor1_spd40hz,,4,4,14516224,2000000,True,2000000,0,2000000,-0.034521948536381124,0.5117414726323314,-8.895401872694492,8.804795168340206,-0.0453033521771431,0.5129045717700864,17.7001970410347,-0.05261821125495343,74.58124561411147,8.895401872694492,17.343190843465376
B1_45.MAT,data/raw/dataset_2/broken/1/B1_45.MAT,442.5,Channel_1,0,B1_45,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor1_spd45hz,,4,4,14499840,2000000,True,2000000,0,2000000,-0.19165979485721887,109.2267252671174,-777.357363589108,814.4396668598056,-0.990100271999836,109.22689341941074,1591.7970304489136,0.01613568024215458,3.238843051162397,814.4396668598056,7.456402369080574
B1_45.MAT,data/raw/dataset_2/broken/1/B1_45.MAT,442.5,Channel_2,1,B1_45,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor1_spd45hz,,4,4,14499840,2000000,True,2000000,0,2000000,-1.1127929371514766,36.441167862494645,-391.5517563894391,325.00104796141386,-1.5370698645710945,36.45815441438977,716.552804350853,-0.0658956537757444,2.241111797513333,391.5517563894391,10.739758023376424
B1_45.MAT,data/raw/dataset_2/broken/1/B1_45.MAT,442.5,Channel_3,2,B1_45,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor1_spd45hz,,4,4,14499840,2000000,True,2000000,0,2000000,-337.96423185187746,3300.7506417947416,-2628.840904392302,9994.756519787014,-1395.6254519298673,3318.0076282793007,12623.597424179316,2.8045679987843712,5.876179499866353,9994.756519787014,3.0122765344485467
B1_45.MAT,data/raw/dataset_2/broken/1/B1_45.MAT,442.5,Channel_4,3,B1_45,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor1_spd45hz,,4,4,14499840,2000000,True,2000000,0,2000000,-0.052201088446453214,0.5307040369762327,-9.200577683746815,8.804795168340206,-0.0453033521771431,0.5332651577760027,18.00537285208702,-0.23805678756947102,75.03341437361954,9.200577683746815,17.25328863059061
B1_50.MAT,data/raw/dataset_2/broken/1/B1_50.MAT,441.5,Channel_1,0,B1_50,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor1_spd50hz,,4,4,14467072,2000000,True,2000000,0,2000000,-0.3752198408591747,139.02758529669163,-790.1747476533055,787.8893712982535,-0.990100271999836,139.0280916338775,1578.064118951559,-0.03819713006228473,2.061117663106886,790.1747476533055,5.68356177781815
B1_50.MAT,data/raw/dataset_2/broken/1/B1_50.MAT,441.5,Channel_2,1,B1_50,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor1_spd50hz,,4,4,14467072,2000000,True,2000000,0,2000000,-1.1317513740614802,46.1991707522269,-498.0581144466996,378.4068148955703,-1.2318940535187721,46.21303105581918,876.4649293422699,-0.060608480321149384,3.033028623587567,498.0581144466996,10.77743881038904
B1_50.MAT,data/raw/dataset_2/broken/1/B1_50.MAT,441.5,Channel_3,2,B1_50,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor1_spd50hz,,4,4,14467072,2000000,True,2000000,0,2000000,-308.83589786107353,3055.0816297003526,-2442.378483839333,9994.756519787014,-1217.0976024642587,3070.6519464016474,12437.135003626347,3.067402920617292,7.424019628594547,9994.756519787014,3.254929798051322
B1_50.MAT,data/raw/dataset_2/broken/1/B1_50.MAT,441.5,Channel_4,3,B1_50,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor1_spd50hz,,4,4,14467072,2000000,True,2000000,0,2000000,-0.06604493135112524,0.5573050627680857,-9.200577683746815,9.109970979392529,-0.0453033521771431,0.561204834213066,18.310548663139343,-0.4192776959857722,75.0920341124266,9.200577683746815,16.394330773447578
B1_55.MAT,data/raw/dataset_2/broken/1/B1_55.MAT,448.0,Channel_1,0,B1_55,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor1_spd55hz,,4,4,14680064,2000000,True,2000000,0,2000000,-0.31190181099413333,160.457054736054,-803.2973075285554,825.1208202466369,-1.9056277051568031,160.45735787837444,1628.4181277751923,0.00017045871902692368,1.4942780251526164,825.1208202466369,5.142305913276179
B1_55.MAT,data/raw/dataset_2/broken/1/B1_55.MAT,448.0,Channel_2,1,B1_55,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor1_spd55hz,,4,4,14680064,2000000,True,2000000,0,2000000,-1.1645612832714318,49.455776203913935,-498.36329025775194,441.88338359445333,-1.842245675623417,49.46948557357469,940.2466738522053,0.10057710383300653,2.573580101334014,498.36329025775194,10.074155501709212
B1_55.MAT,data/raw/dataset_2/broken/1/B1_55.MAT,448.0,Channel_3,2,B1_55,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor1_spd55hz,,4,4,14680064,2000000,True,2000000,0,2000000,-267.9430778581131,2745.5509583179146,-2231.5019984021783,9994.756519787014,-1004.0848863497376,2758.5944895349335,12226.258518189192,3.458186316144028,9.981951029520197,9994.756519787014,3.6231336492925466
B1_55.MAT,data/raw/dataset_2/broken/1/B1_55.MAT,448.0,Channel_4,3,B1_55,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor1_spd55hz,,4,4,14680064,2000000,True,2000000,0,2000000,-0.06401810620202124,0.5711490500134899,-9.505753494799137,9.109970979392529,-0.0453033521771431,0.5747256347623666,18.615724474191666,-0.4131104657219049,75.79253222595487,9.505753494799137,16.539637210944154
B2_20.MAT,data/raw/dataset_2/broken/2/B2_20.MAT,441.0,Channel_1,0,B2_20,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor2_spd20hz,,4,4,14450688,2000000,True,2000000,0,2000000,-0.1869344144519083,16.507348009370165,-301.5882741585374,275.1940087303519,-0.0745728388428688,16.508406427567856,576.7822828888893,0.009805424377177876,5.911335932207722,301.5882741585374,18.268769640593934
B2_20.MAT,data/raw/dataset_2/broken/2/B2_20.MAT,441.0,Channel_2,1,B2_20,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor2_spd20hz,,4,4,14450688,2000000,True,2000000,0,2000000,-1.0957140780617445,7.3634940021850745,-169.99411756545305,148.91460498422384,-0.9267182424664497,7.444570723760925,318.9087225496769,-0.004301343061578585,8.57912570653742,169.99411756545305,22.83464337612924
B2_20.MAT,data/raw/dataset_2/broken/2/B2_20.MAT,441.0,Channel_3,2,B2_20,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor2_spd20hz,,4,4,14450688,2000000,True,2000000,0,2000000,-389.2227648422122,3915.2231650805206,-3144.2828492596745,9994.756519787014,-1858.5771572962403,3934.522435195225,13139.039369046688,2.2731396058914464,3.1702641550525223,9994.756519787014,2.540271833344137
B2_20.MAT,data/raw/dataset_2/broken/2/B2_20.MAT,441.0,Channel_4,3,B2_20,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor2_spd20hz,,4,4,14450688,2000000,True,2000000,0,2000000,0.08964722252506017,0.2962354744849781,-7.979874439537525,8.194443546235561,-0.0453033521771431,0.3095029577399832,16.174317985773087,0.1615910391452949,264.93989262650786,8.194443546235561,26.476139698541434
B2_25.MAT,data/raw/dataset_2/broken/2/B2_25.MAT,440.5,Channel_1,0,B2_25,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor2_spd25hz,,4,4,14434304,2000000,True,2000000,0,2000000,-0.226522163984403,25.739318289084306,-407.48428059369326,352.4034889265895,-0.3797486498951912,25.740315038428836,759.8877695202827,0.03820135470158309,5.495010275629527,407.48428059369326,15.830586377258486
B2_25.MAT,data/raw/dataset_2/broken/2/B2_25.MAT,440.5,Channel_2,1,B2_25,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor2_spd25hz,,4,4,14434304,2000000,True,2000000,0,2000000,-1.1582578768941463,11.799361162079494,-202.0375777259469,185.2305264994502,-1.2318940535187721,11.85607376590485,387.2681042253971,-0.05115721198947955,5.407270912812404,202.0375777259469,17.040850260813766
B2_25.MAT,data/raw/dataset_2/broken/2/B2_25.MAT,440.5,Channel_3,2,B2_25,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor2_spd25hz,,4,4,14434304,2000000,True,2000000,0,2000000,-381.70938901693114,3797.979569657662,-3031.062623359263,9994.756519787014,-1767.6347656026483,3817.112897099152,13025.819143146276,2.363502434158254,3.5900500147450956,9994.756519787014,2.6184073642104257
B2_25.MAT,data/raw/dataset_2/broken/2/B2_25.MAT,440.5,Channel_4,3,B2_25,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor2_spd25hz,,4,4,14434304,2000000,True,2000000,0,2000000,0.07781128386920691,0.31829130322251437,-7.979874439537525,8.194443546235561,-0.0453033521771431,0.32766438562111194,16.174317985773087,-0.18335095681697958,254.45641889400952,8.194443546235561,25.008648806010427
B2_30.MAT,data/raw/dataset_2/broken/2/B2_30.MAT,441.0,Channel_1,0,B2_30,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor2_spd30hz,,4,4,14450688,2000000,True,2000000,0,2000000,-0.2515171310249269,35.811132659091854,-544.2030439451337,524.5226463600993,-0.3797486498951912,35.812015905199665,1068.725690305233,0.007815140357558365,5.170203907249391,544.2030439451337,15.19610192807155
B2_30.MAT,data/raw/dataset_2/broken/2/B2_30.MAT,441.0,Channel_2,1,B2_30,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor2_spd30hz,,4,4,14450688,2000000,True,2000000,0,2000000,-1.2051939166339933,15.361667488689593,-221.87400544434786,255.42096304148436,-1.2318940535187721,15.408871483978135,477.2949684858322,0.01663539148363006,5.024914631439962,255.42096304148436,16.5762277469227
B2_30.MAT,data/raw/dataset_2/broken/2/B2_30.MAT,441.0,Channel_3,2,B2_30,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor2_spd30hz,,4,4,14450688,2000000,True,2000000,0,2000000,-370.5816669829742,3660.635284013049,-2906.5508924499154,9994.756519787014,-1661.1284075453877,3679.3452480659053,12901.307412236929,2.475042446562238,4.130982858943253,9994.756519787014,2.7164497610113876
B2_30.MAT,data/raw/dataset_2/broken/2/B2_30.MAT,441.0,Channel_4,3,B2_30,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor2_spd30hz,,4,4,14450688,2000000,True,2000000,0,2000000,0.06709625596734882,0.34252691687176073,-7.979874439537525,8.194443546235561,-0.0453033521771431,0.34903666905714925,16.174317985773087,-0.14306700045012266,240.44362794840816,8.194443546235561,23.47731419845131
B2_35.MAT,data/raw/dataset_2/broken/2/B2_35.MAT,441.0,Channel_1,0,B2_35,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor2_spd35hz,,4,4,14450688,2000000,True,2000000,0,2000000,-0.23808588581679763,47.22100387426636,-615.6141837313771,535.5089755579829,-0.3797486498951912,47.22160407888005,1151.12315928936,-0.021288929917414514,4.361461668874575,615.6141837313771,13.036706307202973
B2_35.MAT,data/raw/dataset_2/broken/2/B2_35.MAT,441.0,Channel_2,1,B2_35,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor2_spd35hz,,4,4,14450688,2000000,True,2000000,0,2000000,-1.1756808217108399,19.469496454823254,-255.44334466010332,272.2056326493621,-1.2318940535187721,19.504961358559875,527.6489773094654,0.010370092843567682,4.333615337377285,272.2056326493621,13.955712479784172
B2_35.MAT,data/raw/dataset_2/broken/2/B2_35.MAT,441.0,Channel_3,2,B2_35,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor2_spd35hz,,4,4,14450688,2000000,True,2000000,0,2000000,-356.06721350866263,3507.6983930677998,-2775.325293697417,9994.756519787014,-1543.6357202902436,3525.724305340144,12770.08181348443,2.60767389377939,4.80660800689996,9994.756519787014,2.8348094332414826
B2_35.MAT,data/raw/dataset_2/broken/2/B2_35.MAT,441.0,Channel_4,3,B2_35,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor2_spd35hz,,4,4,14450688,2000000,True,2000000,0,2000000,0.07055817036792636,0.36957850136766657,-8.285050250589848,8.499619357287884,-0.0453033521771431,0.37625353696522185,16.78466960787773,-0.2601145036058912,212.44967126597365,8.499619357287884,22.590138091043453
B2_40.MAT,data/raw/dataset_2/broken/2/B2_40.MAT,443.0,Channel_1,0,B2_40,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor2_spd40hz,,4,4,14516224,2000000,True,2000000,0,2000000,-0.2689210023534298,57.34032990291863,-613.1727772429585,578.5387649163604,-0.3797486498951912,57.34096050713709,1191.711542159319,0.0014329840191178503,3.2972443054863323,613.1727772429585,10.693451449363817
B2_40.MAT,data/raw/dataset_2/broken/2/B2_40.MAT,443.0,Channel_2,1,B2_40,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor2_spd40hz,,4,4,14516224,2000000,True,2000000,0,2000000,-1.2071027913321257,24.412729893699133,-266.1244980469346,346.66853054612875,-1.2318940535187721,24.442554653954513,612.7930285930634,0.0316975586463514,3.776079455813065,346.66853054612875,14.18299091294215
B2_40.MAT,data/raw/dataset_2/broken/2/B2_40.MAT,443.0,Channel_3,2,B2_40,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor2_spd40hz,,4,4,14516224,2000000,True,2000000,0,2000000,-338.1648153675594,3333.5307542803016,-2637.385827101767,9994.756519787014,-1413.6308247819543,3350.639152771478,12632.14234688878,2.7714842594544704,5.690082011623428,9994.756519787014,2.9829402881297615
B2_40.MAT,data/raw/dataset_2/broken/2/B2_40.MAT,443.0,Channel_4,3,B2_40,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor2_spd40hz,,4,4,14516224,2000000,True,2000000,0,2000000,0.059126284485906365,0.39609499435959866,-8.59022606164217,8.499619357287884,-0.0453033521771431,0.4004836601833323,17.089845418930054,-0.3038372566717718,194.71946657129917,8.59022606164217,21.449629324976105
B2_45.MAT,data/raw/dataset_2/broken/2/B2_45.MAT,450.5,Channel_1,0,B2_45,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor2_spd45hz,,4,4,14761984,2000000,True,2000000,0,2000000,-0.23932673066453636,65.71054877496223,-676.9545217528939,661.2414097115397,-0.3797486498951912,65.71098460372288,1338.1959314644337,-0.02013381877693347,2.761362807826888,676.9545217528939,10.301999366397272
B2_45.MAT,data/raw/dataset_2/broken/2/B2_45.MAT,450.5,Channel_2,1,B2_45,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor2_spd45hz,,4,4,14761984,2000000,True,2000000,0,2000000,-1.1745834094942957,34.221786466619825,-322.2768472805619,399.76912166923285,-1.2318940535187721,34.2419379584857,722.0459689497948,0.0020729128892810187,2.8621356706932337,399.76912166923285,11.674839261548387
B2_45.MAT,data/raw/dataset_2/broken/2/B2_45.MAT,450.5,Channel_3,2,B2_45,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor2_spd45hz,,4,4,14761984,2000000,True,2000000,0,2000000,-313.8060921330651,3122.555542319638,-2464.961493857205,9994.756519787014,-1260.7377434447408,3138.284145569184,12459.718013644218,2.9911212024979372,6.959171521735584,9994.756519787014,3.184783804200204
B2_45.MAT,data/raw/dataset_2/broken/2/B2_45.MAT,450.5,Channel_4,3,B2_45,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor2_spd45hz,,4,4,14761984,2000000,True,2000000,0,2000000,0.057788698906064036,0.4271225271280037,-8.59022606164217,8.499619357287884,-0.0453033521771431,0.4310141377048644,17.089845418930054,-0.85583341953615,173.0010694111962,8.59022606164217,19.930265181984126
B2_50.MAT,data/raw/dataset_2/broken/2/B2_50.MAT,440.5,Channel_1,0,B2_50,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor2_spd50hz,,4,4,14434304,2000000,True,2000000,0,2000000,-0.009523088838011026,88.45772743986863,-1044.38619825989,981.6760113164783,-0.990100271999836,88.45772795248193,2026.0622095763683,0.08683403681763403,5.080154114590746,1044.38619825989,11.806613423543023
B2_50.MAT,data/raw/dataset_2/broken/2/B2_50.MAT,440.5,Channel_2,1,B2_50,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor2_spd50hz,,4,4,14434304,2000000,True,2000000,0,2000000,-0.8772504641981125,38.54789835367378,-340.58739594370127,386.646561793983,-0.9267182424664497,38.55787903739132,727.2339577376842,0.0543949321958059,2.8907592459316103,386.646561793983,10.027692690747703
B2_50.MAT,data/raw/dataset_2/broken/2/B2_50.MAT,440.5,Channel_3,2,B2_50,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor2_spd50hz,,4,4,14434304,2000000,True,2000000,0,2000000,-265.17028156682437,2750.0844107299304,-2234.858932323754,9994.756519787014,-1000.4227766171098,2762.8390369990816,12229.615452110767,3.4516371906154237,9.934807066195887,9994.756519787014,3.6175674318845004
B2_50.MAT,data/raw/dataset_2/broken/2/B2_50.MAT,440.5,Channel_4,3,B2_50,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor2_spd50hz,,4,4,14434304,2000000,True,2000000,0,2000000,0.15283677337364854,0.4524739372791635,-8.59022606164217,8.804795168340206,0.2598724588751793,0.47758951329795357,17.395021229982376,-0.6456952489531075,156.55764328025,8.804795168340206,18.435905569909703
B2_55.MAT,data/raw/dataset_2/broken/2/B2_55.MAT,441.0,Channel_1,0,B2_55,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor2_spd55hz,,4,4,14450688,2000000,True,2000000,0,2000000,-0.06927544452671706,112.96545396441903,-1261.3661999180913,1078.7219192311168,-2.2108035162091255,112.96547520581011,2340.088119149208,0.08187279869577448,4.326847809098183,1261.3661999180913,11.165944264121645
B2_55.MAT,data/raw/dataset_2/broken/2/B2_55.MAT,441.0,Channel_2,1,B2_55,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,sensor2_spd55hz,,4,4,14450688,2000000,True,2000000,0,2000000,-0.946387433840394,44.41096582141951,-410.7778324857354,435.7798673734069,-0.9267182424664497,44.421048325835606,846.5576998591423,0.04148747606401968,3.0244957615691437,435.7798673734069,9.81021123537857
