filename,fault,condition,PC1,PC2
R2_45.MAT,GBX_RC,sensor2_spd45hz,-1.0971012937283913,-0.9420001872182013
R2_50.MAT,GBX_RC,sensor2_spd50hz,-0.9393813127543863,-1.0903495191779926
R2_55.MAT,GBX_RC,sensor2_spd55hz,-0.5912857362749115,-1.262907251085423
W1_20.MAT,GBX_WR,sensor1_spd20hz,0.47841594617549116,-0.7874276130167849
W1_25.MAT,GBX_WR,sensor1_spd25hz,1.1427648233745846,-1.122586954338231
W1_30.MAT,GBX_WR,sensor1_spd30hz,1.5906104603016429,-1.5898531472584378
W1_35.MAT,GBX_WR,sensor1_spd35hz,2.0632192817811443,-1.6756607938646324
W1_40.MAT,GBX_WR,sensor1_spd40hz,2.597489129096199,-1.8775433953333334
W1_45.MAT,GBX_WR,sensor1_spd45hz,3.5071150142968417,-0.9497783897205776
W1_50.MAT,GBX_WR,sensor1_spd50hz,3.9320092376957705,-1.3341071955443298
W1_55.MAT,GBX_WR,sensor1_spd55hz,4.1260322794105,-1.2478995871058773
W2_20.MAT,GBX_WR,sensor2_spd20hz,-1.1770375521354242,2.01679115134657
W2_25.MAT,GBX_WR,sensor2_spd25hz,0.35710778696911405,1.5010766419374093
W2_30.MAT,GBX_WR,sensor2_spd30hz,1.3965387694917406,0.1955492809541164
W2_35.MAT,GBX_WR,sensor2_spd35hz,1.5960993392174414,-0.5976347538939224
W2_40.MAT,GBX_WR,sensor2_spd40hz,1.5735472001198767,-1.1682278497385785
W2_45.MAT,GBX_WR,sensor2_spd45hz,1.6583039599032385,-1.263277718789991
W2_50.MAT,GBX_WR,sensor2_spd50hz,2.6171255509141695,-1.1221203339704482
W2_55.MAT,GBX_WR,sensor2_spd55hz,3.1178513485834967,-1.0710697254982906
N1_20.MAT,NOR,sensor1_spd20hz,-2.50766925601969,0.8398654036296611
N1_25.MAT,NOR,sensor1_spd25hz,-1.9458244531836926,0.6621469914032072
N1_30.MAT,NOR,sensor1_spd30hz,-1.9415195583319942,0.48373355769686516
N1_35.MAT,NOR,sensor1_spd35hz,-1.1356795454785413,0.15406256326225143
N1_40.MAT,NOR,sensor1_spd40hz,-0.42656694503106696,-0.10380798906155787
N1_45.MAT,NOR,sensor1_spd45hz,0.04782332775513002,1.1113749971974116
N1_50.MAT,NOR,sensor1_spd50hz,1.306611932249894,1.0330168871183412
N1_55.MAT,NOR,sensor1_spd55hz,2.6765326593630467,2.0632817224972526
N2_20.MAT,NOR,sensor2_spd20hz,-2.8788810770534115,-0.752901778442052
N2_25.MAT,NOR,sensor2_spd25hz,-2.811818726750503,-0.32217380987849864
N2_30.MAT,NOR,sensor2_spd30hz,-4.2723803800213345,-0.4909809248688031
N2_35.MAT,NOR,sensor2_spd35hz,-3.534414856322441,-0.5841510917583765
N2_40.MAT,NOR,sensor2_spd40hz,-3.0265891030084275,-0.5694851162723733
N2_45.MAT,NOR,sensor2_spd45hz,-3.0008205734914504,0.06001790956676827
N2_50.MAT,NOR,sensor2_spd50hz,-2.430782271161638,-0.6290999976893523
N2_55.MAT,NOR,sensor2_spd55hz,-2.230888216067478,-0.48090870526254914
