dataset_id,dataset_name,sub_dataset,file_path,raw_filename,std_name,raw_label,fault_code,coarse_fault_code,fault_label,component,split,test_eligible,is_variable_speed,n_channels,fs_raw,fs_target,speed_rpm,load_nm,severity_code,condition_str,condition_desc,rep,file_format
1,D1_BearingTV,bearing,data/raw/dataset_1/H-B-1.mat,H-B-1.mat,,H,NOR,NOR,Normal,any,,,True,1,200000,10000,,,NA,cond_B,Condition B (speed profile 2),1,mat
1,D1_BearingTV,bearing,data/raw/dataset_1/H-B-2.mat,H-B-2.mat,,H,NOR,NOR,Normal,any,,,True,1,200000,10000,,,NA,cond_B,Condition B (speed profile 2),2,mat
1,D1_BearingTV,bearing,data/raw/dataset_1/H-B-3.mat,H-B-3.mat,,H,NOR,NOR,Normal,any,,,True,1,200000,10000,,,NA,cond_B,Condition B (speed profile 2),3,mat
1,D1_BearingTV,bearing,data/raw/dataset_1/H-C-1.mat,H-C-1.mat,,H,NOR,NOR,Normal,any,,,True,1,200000,10000,,,NA,cond_C,Condition C (speed profile 3),1,mat
1,D1_BearingTV,bearing,data/raw/dataset_1/H-C-2.mat,H-C-2.mat,,H,NOR,NOR,Normal,any,,,True,1,200000,10000,,,NA,cond_C,Condition C (speed profile 3),2,mat
1,D1_BearingTV,bearing,data/raw/dataset_1/H-C-3.mat,H-C-3.mat,,H,NOR,NOR,Normal,any,,,True,1,200000,10000,,,NA,cond_C,Condition C (speed profile 3),3,mat
1,D1_BearingTV,bearing,data/raw/dataset_1/H-D-1.mat,H-D-1.mat,,H,NOR,NOR,Normal,any,,,True,1,200000,10000,,,NA,cond_D,Condition D (speed profile 4),1,mat
1,D1_BearingTV,bearing,data/raw/dataset_1/H-D-2.mat,H-D-2.mat,,H,NOR,NOR,Normal,any,,,True,1,200000,10000,,,NA,cond_D,Condition D (speed profile 4),2,mat
1,D1_BearingTV,bearing,data/raw/dataset_1/H-D-3.mat,H-D-3.mat,,H,NOR,NOR,Normal,any,,,True,1,200000,10000,,,NA,cond_D,Condition D (speed profile 4),3,mat
1,D1_BearingTV,bearing,data/raw/dataset_1/I-A-1.mat,I-A-1.mat,,I,BRG_IR,BRG_SINGLE,Bearing_Inner_Race,bearing,,,True,1,200000,10000,,,NA,cond_A,Condition A (speed profile 1),1,mat
1,D1_BearingTV,bearing,data/raw/dataset_1/I-A-2.mat,I-A-2.mat,,I,BRG_IR,BRG_SINGLE,Bearing_Inner_Race,bearing,,,True,1,200000,10000,,,NA,cond_A,Condition A (speed profile 1),2,mat
1,D1_BearingTV,bearing,data/raw/dataset_1/I-A-3.mat,I-A-3.mat,,I,BRG_IR,BRG_SINGLE,Bearing_Inner_Race,bearing,,,True,1,200000,10000,,,NA,cond_A,Condition A (speed profile 1),3,mat
1,D1_BearingTV,bearing,data/raw/dataset_1/I-B-1.mat,I-B-1.mat,,I,BRG_IR,BRG_SINGLE,Bearing_Inner_Race,bearing,,,True,1,200000,10000,,,NA,cond_B,Condition B (speed profile 2),1,mat
1,D1_BearingTV,bearing,data/raw/dataset_1/I-B-2.mat,I-B-2.mat,,I,BRG_IR,BRG_SINGLE,Bearing_Inner_Race,bearing,,,True,1,200000,10000,,,NA,cond_B,Condition B (speed profile 2),2,mat
1,D1_BearingTV,bearing,data/raw/dataset_1/I-B-3.mat,I-B-3.mat,,I,BRG_IR,BRG_SINGLE,Bearing_Inner_Race,bearing,,,True,1,200000,10000,,,NA,cond_B,Condition B (speed profile 2),3,mat
1,D1_BearingTV,bearing,data/raw/dataset_1/I-C-1.mat,I-C-1.mat,,I,BRG_IR,BRG_SINGLE,Bearing_Inner_Race,bearing,,,True,1,200000,10000,,,NA,cond_C,Condition C (speed profile 3),1,mat
1,D1_BearingTV,bearing,data/raw/dataset_1/I-C-2.mat,I-C-2.mat,,I,BRG_IR,BRG_SINGLE,Bearing_Inner_Race,bearing,,,True,1,200000,10000,,,NA,cond_C,Condition C (speed profile 3),2,mat
1,D1_BearingTV,bearing,data/raw/dataset_1/I-C-3.mat,I-C-3.mat,,I,BRG_IR,BRG_SINGLE,Bearing_Inner_Race,bearing,,,True,1,200000,10000,,,NA,cond_C,Condition C (speed profile 3),3,mat
1,D1_BearingTV,bearing,data/raw/dataset_1/I-D-1.mat,I-D-1.mat,,I,BRG_IR,BRG_SINGLE,Bearing_Inner_Race,bearing,,,True,1,200000,10000,,,NA,cond_D,Condition D (speed profile 4),1,mat
1,D1_BearingTV,bearing,data/raw/dataset_1/I-D-2.mat,I-D-2.mat,,I,BRG_IR,BRG_SINGLE,Bearing_Inner_Race,bearing,,,True,1,200000,10000,,,NA,cond_D,Condition D (speed profile 4),2,mat
1,D1_BearingTV,bearing,data/raw/dataset_1/I-D-3.mat,I-D-3.mat,,I,BRG_IR,BRG_SINGLE,Bearing_Inner_Race,bearing,,,True,1,200000,10000,,,NA,cond_D,Condition D (speed profile 4),3,mat
1,D1_BearingTV,bearing,data/raw/dataset_1/O-A-1.mat,O-A-1.mat,,O,BRG_OR,BRG_SINGLE,Bearing_Outer_Race,bearing,,,True,1,200000,10000,,,NA,cond_A,Condition A (speed profile 1),1,mat
1,D1_BearingTV,bearing,data/raw/dataset_1/O-A-2.mat,O-A-2.mat,,O,BRG_OR,BRG_SINGLE,Bearing_Outer_Race,bearing,,,True,1,200000,10000,,,NA,cond_A,Condition A (speed profile 1),2,mat
1,D1_BearingTV,bearing,data/raw/dataset_1/O-A-3.mat,O-A-3.mat,,O,BRG_OR,BRG_SINGLE,Bearing_Outer_Race,bearing,,,True,1,200000,10000,,,NA,cond_A,Condition A (speed profile 1),3,mat
1,D1_BearingTV,bearing,data/raw/dataset_1/O-B-1.mat,O-B-1.mat,,O,BRG_OR,BRG_SINGLE,Bearing_Outer_Race,bearing,,,True,1,200000,10000,,,NA,cond_B,Condition B (speed profile 2),1,mat
1,D1_BearingTV,bearing,data/raw/dataset_1/O-B-2.mat,O-B-2.mat,,O,BRG_OR,BRG_SINGLE,Bearing_Outer_Race,bearing,,,True,1,200000,10000,,,NA,cond_B,Condition B (speed profile 2),2,mat
1,D1_BearingTV,bearing,data/raw/dataset_1/O-B-3.mat,O-B-3.mat,,O,BRG_OR,BRG_SINGLE,Bearing_Outer_Race,bearing,,,True,1,200000,10000,,,NA,cond_B,Condition B (speed profile 2),3,mat
1,D1_BearingTV,bearing,data/raw/dataset_1/O-C-1.mat,O-C-1.mat,,O,BRG_OR,BRG_SINGLE,Bearing_Outer_Race,bearing,,,True,1,200000,10000,,,NA,cond_C,Condition C (speed profile 3),1,mat
1,D1_BearingTV,bearing,data/raw/dataset_1/O-C-2.mat,O-C-2.mat,,O,BRG_OR,BRG_SINGLE,Bearing_Outer_Race,bearing,,,True,1,200000,10000,,,NA,cond_C,Condition C (speed profile 3),2,mat
1,D1_BearingTV,bearing,data/raw/dataset_1/O-C-3.mat,O-C-3.mat,,O,BRG_OR,BRG_SINGLE,Bearing_Outer_Race,bearing,,,True,1,200000,10000,,,NA,cond_C,Condition C (speed profile 3),3,mat
1,D1_BearingTV,bearing,data/raw/dataset_1/O-D-1.mat,O-D-1.mat,,O,BRG_OR,BRG_SINGLE,Bearing_Outer_Race,bearing,,,True,1,200000,10000,,,NA,cond_D,Condition D (speed profile 4),1,mat
1,D1_BearingTV,bearing,data/raw/dataset_1/O-D-2.mat,O-D-2.mat,,O,BRG_OR,BRG_SINGLE,Bearing_Outer_Race,bearing,,,True,1,200000,10000,,,NA,cond_D,Condition D (speed profile 4),2,mat
1,D1_BearingTV,bearing,data/raw/dataset_1/O-D-3.mat,O-D-3.mat,,O,BRG_OR,BRG_SINGLE,Bearing_Outer_Race,bearing,,,True,1,200000,10000,,,NA,cond_D,Condition D (speed profile 4),3,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/broken/1/B1_20.MAT,B1_20.MAT,,broken,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,gearbox,,,False,4,48000,10000,1200.0,,NA,sensor1_spd20hz,"Sensor 1, 20 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/broken/1/B1_25.MAT,B1_25.MAT,,broken,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,gearbox,,,False,4,48000,10000,1500.0,,NA,sensor1_spd25hz,"Sensor 1, 25 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/broken/1/B1_30.MAT,B1_30.MAT,,broken,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,gearbox,,,False,4,48000,10000,1800.0,,NA,sensor1_spd30hz,"Sensor 1, 30 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/broken/1/B1_35.MAT,B1_35.MAT,,broken,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,gearbox,,,False,4,48000,10000,2100.0,,NA,sensor1_spd35hz,"Sensor 1, 35 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/broken/1/B1_40.MAT,B1_40.MAT,,broken,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,gearbox,,,False,4,48000,10000,2400.0,,NA,sensor1_spd40hz,"Sensor 1, 40 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/broken/1/B1_45.MAT,B1_45.MAT,,broken,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,gearbox,,,False,4,48000,10000,2700.0,,NA,sensor1_spd45hz,"Sensor 1, 45 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/broken/1/B1_50.MAT,B1_50.MAT,,broken,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,gearbox,,,False,4,48000,10000,3000.0,,NA,sensor1_spd50hz,"Sensor 1, 50 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/broken/1/B1_55.MAT,B1_55.MAT,,broken,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,gearbox,,,False,4,48000,10000,3300.0,,NA,sensor1_spd55hz,"Sensor 1, 55 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/broken/2/B2_20.MAT,B2_20.MAT,,broken,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,gearbox,,,False,4,48000,10000,1200.0,,NA,sensor2_spd20hz,"Sensor 2, 20 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/broken/2/B2_25.MAT,B2_25.MAT,,broken,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,gearbox,,,False,4,48000,10000,1500.0,,NA,sensor2_spd25hz,"Sensor 2, 25 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/broken/2/B2_30.MAT,B2_30.MAT,,broken,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,gearbox,,,False,4,48000,10000,1800.0,,NA,sensor2_spd30hz,"Sensor 2, 30 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/broken/2/B2_35.MAT,B2_35.MAT,,broken,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,gearbox,,,False,4,48000,10000,2100.0,,NA,sensor2_spd35hz,"Sensor 2, 35 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/broken/2/B2_40.MAT,B2_40.MAT,,broken,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,gearbox,,,False,4,48000,10000,2400.0,,NA,sensor2_spd40hz,"Sensor 2, 40 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/broken/2/B2_45.MAT,B2_45.MAT,,broken,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,gearbox,,,False,4,48000,10000,2700.0,,NA,sensor2_spd45hz,"Sensor 2, 45 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/broken/2/B2_50.MAT,B2_50.MAT,,broken,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,gearbox,,,False,4,48000,10000,3000.0,,NA,sensor2_spd50hz,"Sensor 2, 50 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/broken/2/B2_55.MAT,B2_55.MAT,,broken,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,gearbox,,,False,4,48000,10000,3300.0,,NA,sensor2_spd55hz,"Sensor 2, 55 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/healthy/1/N1_20.MAT,N1_20.MAT,,healthy,NOR,NOR,Normal,any,,,False,4,48000,10000,1200.0,,NA,sensor1_spd20hz,"Sensor 1, 20 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/healthy/1/N1_25.MAT,N1_25.MAT,,healthy,NOR,NOR,Normal,any,,,False,4,48000,10000,1500.0,,NA,sensor1_spd25hz,"Sensor 1, 25 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/healthy/1/N1_30.MAT,N1_30.MAT,,healthy,NOR,NOR,Normal,any,,,False,4,48000,10000,1800.0,,NA,sensor1_spd30hz,"Sensor 1, 30 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/healthy/1/N1_35.MAT,N1_35.MAT,,healthy,NOR,NOR,Normal,any,,,False,4,48000,10000,2100.0,,NA,sensor1_spd35hz,"Sensor 1, 35 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/healthy/1/N1_40.MAT,N1_40.MAT,,healthy,NOR,NOR,Normal,any,,,False,4,48000,10000,2400.0,,NA,sensor1_spd40hz,"Sensor 1, 40 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/healthy/1/N1_45.MAT,N1_45.MAT,,healthy,NOR,NOR,Normal,any,,,False,4,48000,10000,2700.0,,NA,sensor1_spd45hz,"Sensor 1, 45 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/healthy/1/N1_50.MAT,N1_50.MAT,,healthy,NOR,NOR,Normal,any,,,False,4,48000,10000,3000.0,,NA,sensor1_spd50hz,"Sensor 1, 50 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/healthy/1/N1_55.MAT,N1_55.MAT,,healthy,NOR,NOR,Normal,any,,,False,4,48000,10000,3300.0,,NA,sensor1_spd55hz,"Sensor 1, 55 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/healthy/2/N2_20.MAT,N2_20.MAT,,healthy,NOR,NOR,Normal,any,,,False,4,48000,10000,1200.0,,NA,sensor2_spd20hz,"Sensor 2, 20 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/healthy/2/N2_25.MAT,N2_25.MAT,,healthy,NOR,NOR,Normal,any,,,False,4,48000,10000,1500.0,,NA,sensor2_spd25hz,"Sensor 2, 25 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/healthy/2/N2_30.MAT,N2_30.MAT,,healthy,NOR,NOR,Normal,any,,,False,4,48000,10000,1800.0,,NA,sensor2_spd30hz,"Sensor 2, 30 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/healthy/2/N2_35.MAT,N2_35.MAT,,healthy,NOR,NOR,Normal,any,,,False,4,48000,10000,2100.0,,NA,sensor2_spd35hz,"Sensor 2, 35 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/healthy/2/N2_40.MAT,N2_40.MAT,,healthy,NOR,NOR,Normal,any,,,False,4,48000,10000,2400.0,,NA,sensor2_spd40hz,"Sensor 2, 40 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/healthy/2/N2_45.MAT,N2_45.MAT,,healthy,NOR,NOR,Normal,any,,,False,4,48000,10000,2700.0,,NA,sensor2_spd45hz,"Sensor 2, 45 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/healthy/2/N2_50.MAT,N2_50.MAT,,healthy,NOR,NOR,Normal,any,,,False,4,48000,10000,3000.0,,NA,sensor2_spd50hz,"Sensor 2, 50 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/healthy/2/N2_55.MAT,N2_55.MAT,,healthy,NOR,NOR,Normal,any,,,False,4,48000,10000,3300.0,,NA,sensor2_spd55hz,"Sensor 2, 55 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/missing_tooth/1/M1_20.MAT,M1_20.MAT,,missing_tooth,GBX_MT,GBX_TOOTH_DAMAGE,Gear_Missing_Tooth,gearbox,,,False,4,48000,10000,1200.0,,NA,sensor1_spd20hz,"Sensor 1, 20 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/missing_tooth/1/M1_25.MAT,M1_25.MAT,,missing_tooth,GBX_MT,GBX_TOOTH_DAMAGE,Gear_Missing_Tooth,gearbox,,,False,4,48000,10000,1500.0,,NA,sensor1_spd25hz,"Sensor 1, 25 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/missing_tooth/1/M1_30.MAT,M1_30.MAT,,missing_tooth,GBX_MT,GBX_TOOTH_DAMAGE,Gear_Missing_Tooth,gearbox,,,False,4,48000,10000,1800.0,,NA,sensor1_spd30hz,"Sensor 1, 30 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/missing_tooth/1/M1_35.MAT,M1_35.MAT,,missing_tooth,GBX_MT,GBX_TOOTH_DAMAGE,Gear_Missing_Tooth,gearbox,,,False,4,48000,10000,2100.0,,NA,sensor1_spd35hz,"Sensor 1, 35 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/missing_tooth/1/M1_40.MAT,M1_40.MAT,,missing_tooth,GBX_MT,GBX_TOOTH_DAMAGE,Gear_Missing_Tooth,gearbox,,,False,4,48000,10000,2400.0,,NA,sensor1_spd40hz,"Sensor 1, 40 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/missing_tooth/1/M1_45.MAT,M1_45.MAT,,missing_tooth,GBX_MT,GBX_TOOTH_DAMAGE,Gear_Missing_Tooth,gearbox,,,False,4,48000,10000,2700.0,,NA,sensor1_spd45hz,"Sensor 1, 45 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/missing_tooth/1/M1_50.MAT,M1_50.MAT,,missing_tooth,GBX_MT,GBX_TOOTH_DAMAGE,Gear_Missing_Tooth,gearbox,,,False,4,48000,10000,3000.0,,NA,sensor1_spd50hz,"Sensor 1, 50 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/missing_tooth/1/M1_55.MAT,M1_55.MAT,,missing_tooth,GBX_MT,GBX_TOOTH_DAMAGE,Gear_Missing_Tooth,gearbox,,,False,4,48000,10000,3300.0,,NA,sensor1_spd55hz,"Sensor 1, 55 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/missing_tooth/2/M2_20.MAT,M2_20.MAT,,missing_tooth,GBX_MT,GBX_TOOTH_DAMAGE,Gear_Missing_Tooth,gearbox,,,False,4,48000,10000,1200.0,,NA,sensor2_spd20hz,"Sensor 2, 20 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/missing_tooth/2/M2_25.MAT,M2_25.MAT,,missing_tooth,GBX_MT,GBX_TOOTH_DAMAGE,Gear_Missing_Tooth,gearbox,,,False,4,48000,10000,1500.0,,NA,sensor2_spd25hz,"Sensor 2, 25 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/missing_tooth/2/M2_30.MAT,M2_30.MAT,,missing_tooth,GBX_MT,GBX_TOOTH_DAMAGE,Gear_Missing_Tooth,gearbox,,,False,4,48000,10000,1800.0,,NA,sensor2_spd30hz,"Sensor 2, 30 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/missing_tooth/2/M2_35.MAT,M2_35.MAT,,missing_tooth,GBX_MT,GBX_TOOTH_DAMAGE,Gear_Missing_Tooth,gearbox,,,False,4,48000,10000,2100.0,,NA,sensor2_spd35hz,"Sensor 2, 35 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/missing_tooth/2/M2_40.MAT,M2_40.MAT,,missing_tooth,GBX_MT,GBX_TOOTH_DAMAGE,Gear_Missing_Tooth,gearbox,,,False,4,48000,10000,2400.0,,NA,sensor2_spd40hz,"Sensor 2, 40 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/missing_tooth/2/M2_45.MAT,M2_45.MAT,,missing_tooth,GBX_MT,GBX_TOOTH_DAMAGE,Gear_Missing_Tooth,gearbox,,,False,4,48000,10000,2700.0,,NA,sensor2_spd45hz,"Sensor 2, 45 Hz shaft speed",2,mat
