dataset_id,dataset_name,sub_dataset,file_path,raw_filename,std_name,raw_label,fault_code,coarse_fault_code,fault_label,component,split,test_eligible,is_variable_speed,n_channels,fs_raw,fs_target,speed_rpm,load_nm,severity_code,condition_str,condition_desc,rep,file_format,std_path
1,D1_BearingTV,bearing,data/raw/dataset_1/C-C-2.mat,C-C-2.mat,d1_brg_BRG_CF_cond_C_002.mat,C,BRG_CF,BRG_COMBINED,Bearing_Combined,bearing,val,True,True,1,200000,10000,,,,cond_C,Condition C (speed profile 3),2,mat,data/standardized/dataset_1/brg/BRG_CF/d1_brg_BRG_CF_cond_C_002.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/C-C-3.mat,C-C-3.mat,d1_brg_BRG_CF_cond_C_003.mat,C,BRG_CF,BRG_COMBINED,Bearing_Combined,bearing,val,True,True,1,200000,10000,,,,cond_C,Condition C (speed profile 3),3,mat,data/standardized/dataset_1/brg/BRG_CF/d1_brg_BRG_CF_cond_C_003.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/C-D-1.mat,C-D-1.mat,d1_brg_BRG_CF_cond_D_001.mat,C,BRG_CF,BRG_COMBINED,Bearing_Combined,bearing,test,True,True,1,200000,10000,,,,cond_D,Condition D (speed profile 4),1,mat,data/standardized/dataset_1/brg/BRG_CF/d1_brg_BRG_CF_cond_D_001.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/C-D-2.mat,C-D-2.mat,d1_brg_BRG_CF_cond_D_002.mat,C,BRG_CF,BRG_COMBINED,Bearing_Combined,bearing,test,True,True,1,200000,10000,,,,cond_D,Condition D (speed profile 4),2,mat,data/standardized/dataset_1/brg/BRG_CF/d1_brg_BRG_CF_cond_D_002.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/C-D-3.mat,C-D-3.mat,d1_brg_BRG_CF_cond_D_003.mat,C,BRG_CF,BRG_COMBINED,Bearing_Combined,bearing,test,True,True,1,200000,10000,,,,cond_D,Condition D (speed profile 4),3,mat,data/standardized/dataset_1/brg/BRG_CF/d1_brg_BRG_CF_cond_D_003.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/H-A-1.mat,H-A-1.mat,d1_brg_NOR_cond_A_001.mat,H,NOR,NOR,Normal,any,train,True,True,1,200000,10000,,,,cond_A,Condition A (speed profile 1),1,mat,data/standardized/dataset_1/brg/NOR/d1_brg_NOR_cond_A_001.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/H-A-2.mat,H-A-2.mat,d1_brg_NOR_cond_A_002.mat,H,NOR,NOR,Normal,any,train,True,True,1,200000,10000,,,,cond_A,Condition A (speed profile 1),2,mat,data/standardized/dataset_1/brg/NOR/d1_brg_NOR_cond_A_002.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/H-A-3.mat,H-A-3.mat,d1_brg_NOR_cond_A_003.mat,H,NOR,NOR,Normal,any,train,True,True,1,200000,10000,,,,cond_A,Condition A (speed profile 1),3,mat,data/standardized/dataset_1/brg/NOR/d1_brg_NOR_cond_A_003.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/H-B-1.mat,H-B-1.mat,d1_brg_NOR_cond_B_001.mat,H,NOR,NOR,Normal,any,train,True,True,1,200000,10000,,,,cond_B,Condition B (speed profile 2),1,mat,data/standardized/dataset_1/brg/NOR/d1_brg_NOR_cond_B_001.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/H-B-2.mat,H-B-2.mat,d1_brg_NOR_cond_B_002.mat,H,NOR,NOR,Normal,any,train,True,True,1,200000,10000,,,,cond_B,Condition B (speed profile 2),2,mat,data/standardized/dataset_1/brg/NOR/d1_brg_NOR_cond_B_002.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/H-B-3.mat,H-B-3.mat,d1_brg_NOR_cond_B_003.mat,H,NOR,NOR,Normal,any,train,True,True,1,200000,10000,,,,cond_B,Condition B (speed profile 2),3,mat,data/standardized/dataset_1/brg/NOR/d1_brg_NOR_cond_B_003.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/H-C-1.mat,H-C-1.mat,d1_brg_NOR_cond_C_001.mat,H,NOR,NOR,Normal,any,val,True,True,1,200000,10000,,,,cond_C,Condition C (speed profile 3),1,mat,data/standardized/dataset_1/brg/NOR/d1_brg_NOR_cond_C_001.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/H-C-2.mat,H-C-2.mat,d1_brg_NOR_cond_C_002.mat,H,NOR,NOR,Normal,any,val,True,True,1,200000,10000,,,,cond_C,Condition C (speed profile 3),2,mat,data/standardized/dataset_1/brg/NOR/d1_brg_NOR_cond_C_002.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/H-C-3.mat,H-C-3.mat,d1_brg_NOR_cond_C_003.mat,H,NOR,NOR,Normal,any,val,True,True,1,200000,10000,,,,cond_C,Condition C (speed profile 3),3,mat,data/standardized/dataset_1/brg/NOR/d1_brg_NOR_cond_C_003.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/H-D-1.mat,H-D-1.mat,d1_brg_NOR_cond_D_001.mat,H,NOR,NOR,Normal,any,test,True,True,1,200000,10000,,,,cond_D,Condition D (speed profile 4),1,mat,data/standardized/dataset_1/brg/NOR/d1_brg_NOR_cond_D_001.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/H-D-2.mat,H-D-2.mat,d1_brg_NOR_cond_D_002.mat,H,NOR,NOR,Normal,any,test,True,True,1,200000,10000,,,,cond_D,Condition D (speed profile 4),2,mat,data/standardized/dataset_1/brg/NOR/d1_brg_NOR_cond_D_002.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/H-D-3.mat,H-D-3.mat,d1_brg_NOR_cond_D_003.mat,H,NOR,NOR,Normal,any,test,True,True,1,200000,10000,,,,cond_D,Condition D (speed profile 4),3,mat,data/standardized/dataset_1/brg/NOR/d1_brg_NOR_cond_D_003.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/I-A-1.mat,I-A-1.mat,d1_brg_BRG_IR_cond_A_001.mat,I,BRG_IR,BRG_SINGLE,Bearing_Inner_Race,bearing,train,True,True,1,200000,10000,,,,cond_A,Condition A (speed profile 1),1,mat,data/standardized/dataset_1/brg/BRG_IR/d1_brg_BRG_IR_cond_A_001.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/I-A-2.mat,I-A-2.mat,d1_brg_BRG_IR_cond_A_002.mat,I,BRG_IR,BRG_SINGLE,Bearing_Inner_Race,bearing,train,True,True,1,200000,10000,,,,cond_A,Condition A (speed profile 1),2,mat,data/standardized/dataset_1/brg/BRG_IR/d1_brg_BRG_IR_cond_A_002.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/I-A-3.mat,I-A-3.mat,d1_brg_BRG_IR_cond_A_003.mat,I,BRG_IR,BRG_SINGLE,Bearing_Inner_Race,bearing,train,True,True,1,200000,10000,,,,cond_A,Condition A (speed profile 1),3,mat,data/standardized/dataset_1/brg/BRG_IR/d1_brg_BRG_IR_cond_A_003.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/I-B-1.mat,I-B-1.mat,d1_brg_BRG_IR_cond_B_001.mat,I,BRG_IR,BRG_SINGLE,Bearing_Inner_Race,bearing,train,True,True,1,200000,10000,,,,cond_B,Condition B (speed profile 2),1,mat,data/standardized/dataset_1/brg/BRG_IR/d1_brg_BRG_IR_cond_B_001.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/I-B-2.mat,I-B-2.mat,d1_brg_BRG_IR_cond_B_002.mat,I,BRG_IR,BRG_SINGLE,Bearing_Inner_Race,bearing,train,True,True,1,200000,10000,,,,cond_B,Condition B (speed profile 2),2,mat,data/standardized/dataset_1/brg/BRG_IR/d1_brg_BRG_IR_cond_B_002.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/I-B-3.mat,I-B-3.mat,d1_brg_BRG_IR_cond_B_003.mat,I,BRG_IR,BRG_SINGLE,Bearing_Inner_Race,bearing,train,True,True,1,200000,10000,,,,cond_B,Condition B (speed profile 2),3,mat,data/standardized/dataset_1/brg/BRG_IR/d1_brg_BRG_IR_cond_B_003.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/I-C-1.mat,I-C-1.mat,d1_brg_BRG_IR_cond_C_001.mat,I,BRG_IR,BRG_SINGLE,Bearing_Inner_Race,bearing,val,True,True,1,200000,10000,,,,cond_C,Condition C (speed profile 3),1,mat,data/standardized/dataset_1/brg/BRG_IR/d1_brg_BRG_IR_cond_C_001.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/I-C-2.mat,I-C-2.mat,d1_brg_BRG_IR_cond_C_002.mat,I,BRG_IR,BRG_SINGLE,Bearing_Inner_Race,bearing,val,True,True,1,200000,10000,,,,cond_C,Condition C (speed profile 3),2,mat,data/standardized/dataset_1/brg/BRG_IR/d1_brg_BRG_IR_cond_C_002.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/I-C-3.mat,I-C-3.mat,d1_brg_BRG_IR_cond_C_003.mat,I,BRG_IR,BRG_SINGLE,Bearing_Inner_Race,bearing,val,True,True,1,200000,10000,,,,cond_C,Condition C (speed profile 3),3,mat,data/standardized/dataset_1/brg/BRG_IR/d1_brg_BRG_IR_cond_C_003.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/I-D-1.mat,I-D-1.mat,d1_brg_BRG_IR_cond_D_001.mat,I,BRG_IR,BRG_SINGLE,Bearing_Inner_Race,bearing,test,True,True,1,200000,10000,,,,cond_D,Condition D (speed profile 4),1,mat,data/standardized/dataset_1/brg/BRG_IR/d1_brg_BRG_IR_cond_D_001.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/I-D-2.mat,I-D-2.mat,d1_brg_BRG_IR_cond_D_002.mat,I,BRG_IR,BRG_SINGLE,Bearing_Inner_Race,bearing,test,True,True,1,200000,10000,,,,cond_D,Condition D (speed profile 4),2,mat,data/standardized/dataset_1/brg/BRG_IR/d1_brg_BRG_IR_cond_D_002.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/I-D-3.mat,I-D-3.mat,d1_brg_BRG_IR_cond_D_003.mat,I,BRG_IR,BRG_SINGLE,Bearing_Inner_Race,bearing,test,True,True,1,200000,10000,,,,cond_D,Condition D (speed profile 4),3,mat,data/standardized/dataset_1/brg/BRG_IR/d1_brg_BRG_IR_cond_D_003.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/O-A-1.mat,O-A-1.mat,d1_brg_BRG_OR_cond_A_001.mat,O,BRG_OR,BRG_SINGLE,Bearing_Outer_Race,bearing,train,True,True,1,200000,10000,,,,cond_A,Condition A (speed profile 1),1,mat,data/standardized/dataset_1/brg/BRG_OR/d1_brg_BRG_OR_cond_A_001.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/O-A-2.mat,O-A-2.mat,d1_brg_BRG_OR_cond_A_002.mat,O,BRG_OR,BRG_SINGLE,Bearing_Outer_Race,bearing,train,True,True,1,200000,10000,,,,cond_A,Condition A (speed profile 1),2,mat,data/standardized/dataset_1/brg/BRG_OR/d1_brg_BRG_OR_cond_A_002.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/O-A-3.mat,O-A-3.mat,d1_brg_BRG_OR_cond_A_003.mat,O,BRG_OR,BRG_SINGLE,Bearing_Outer_Race,bearing,train,True,True,1,200000,10000,,,,cond_A,Condition A (speed profile 1),3,mat,data/standardized/dataset_1/brg/BRG_OR/d1_brg_BRG_OR_cond_A_003.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/O-B-1.mat,O-B-1.mat,d1_brg_BRG_OR_cond_B_001.mat,O,BRG_OR,BRG_SINGLE,Bearing_Outer_Race,bearing,train,True,True,1,200000,10000,,,,cond_B,Condition B (speed profile 2),1,mat,data/standardized/dataset_1/brg/BRG_OR/d1_brg_BRG_OR_cond_B_001.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/O-B-2.mat,O-B-2.mat,d1_brg_BRG_OR_cond_B_002.mat,O,BRG_OR,BRG_SINGLE,Bearing_Outer_Race,bearing,train,True,True,1,200000,10000,,,,cond_B,Condition B (speed profile 2),2,mat,data/standardized/dataset_1/brg/BRG_OR/d1_brg_BRG_OR_cond_B_002.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/O-B-3.mat,O-B-3.mat,d1_brg_BRG_OR_cond_B_003.mat,O,BRG_OR,BRG_SINGLE,Bearing_Outer_Race,bearing,train,True,True,1,200000,10000,,,,cond_B,Condition B (speed profile 2),3,mat,data/standardized/dataset_1/brg/BRG_OR/d1_brg_BRG_OR_cond_B_003.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/O-C-1.mat,O-C-1.mat,d1_brg_BRG_OR_cond_C_001.mat,O,BRG_OR,BRG_SINGLE,Bearing_Outer_Race,bearing,val,True,True,1,200000,10000,,,,cond_C,Condition C (speed profile 3),1,mat,data/standardized/dataset_1/brg/BRG_OR/d1_brg_BRG_OR_cond_C_001.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/O-C-2.mat,O-C-2.mat,d1_brg_BRG_OR_cond_C_002.mat,O,BRG_OR,BRG_SINGLE,Bearing_Outer_Race,bearing,val,True,True,1,200000,10000,,,,cond_C,Condition C (speed profile 3),2,mat,data/standardized/dataset_1/brg/BRG_OR/d1_brg_BRG_OR_cond_C_002.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/O-C-3.mat,O-C-3.mat,d1_brg_BRG_OR_cond_C_003.mat,O,BRG_OR,BRG_SINGLE,Bearing_Outer_Race,bearing,val,True,True,1,200000,10000,,,,cond_C,Condition C (speed profile 3),3,mat,data/standardized/dataset_1/brg/BRG_OR/d1_brg_BRG_OR_cond_C_003.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/O-D-1.mat,O-D-1.mat,d1_brg_BRG_OR_cond_D_001.mat,O,BRG_OR,BRG_SINGLE,Bearing_Outer_Race,bearing,test,True,True,1,200000,10000,,,,cond_D,Condition D (speed profile 4),1,mat,data/standardized/dataset_1/brg/BRG_OR/d1_brg_BRG_OR_cond_D_001.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/O-D-2.mat,O-D-2.mat,d1_brg_BRG_OR_cond_D_002.mat,O,BRG_OR,BRG_SINGLE,Bearing_Outer_Race,bearing,test,True,True,1,200000,10000,,,,cond_D,Condition D (speed profile 4),2,mat,data/standardized/dataset_1/brg/BRG_OR/d1_brg_BRG_OR_cond_D_002.mat
1,D1_BearingTV,bearing,data/raw/dataset_1/O-D-3.mat,O-D-3.mat,d1_brg_BRG_OR_cond_D_003.mat,O,BRG_OR,BRG_SINGLE,Bearing_Outer_Race,bearing,test,True,True,1,200000,10000,,,,cond_D,Condition D (speed profile 4),3,mat,data/standardized/dataset_1/brg/BRG_OR/d1_brg_BRG_OR_cond_D_003.mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/broken/1/B1_20.MAT,B1_20.MAT,d2_gbx_GBX_BT_sensor1_spd20hz_001.mat,broken,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,gearbox,train,True,False,4,48000,10000,1200.0,,,sensor1_spd20hz,"Sensor 1, 20 Hz shaft speed",1,mat,data/standardized/dataset_2/gbx/GBX_BT/d2_gbx_GBX_BT_sensor1_spd20hz_001.mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/broken/1/B1_25.MAT,B1_25.MAT,d2_gbx_GBX_BT_sensor1_spd25hz_001.mat,broken,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,gearbox,train,True,False,4,48000,10000,1500.0,,,sensor1_spd25hz,"Sensor 1, 25 Hz shaft speed",1,mat,data/standardized/dataset_2/gbx/GBX_BT/d2_gbx_GBX_BT_sensor1_spd25hz_001.mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/broken/1/B1_30.MAT,B1_30.MAT,d2_gbx_GBX_BT_sensor1_spd30hz_001.mat,broken,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,gearbox,train,True,False,4,48000,10000,1800.0,,,sensor1_spd30hz,"Sensor 1, 30 Hz shaft speed",1,mat,data/standardized/dataset_2/gbx/GBX_BT/d2_gbx_GBX_BT_sensor1_spd30hz_001.mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/broken/1/B1_35.MAT,B1_35.MAT,d2_gbx_GBX_BT_sensor1_spd35hz_001.mat,broken,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,gearbox,train,True,False,4,48000,10000,2100.0,,,sensor1_spd35hz,"Sensor 1, 35 Hz shaft speed",1,mat,data/standardized/dataset_2/gbx/GBX_BT/d2_gbx_GBX_BT_sensor1_spd35hz_001.mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/broken/1/B1_40.MAT,B1_40.MAT,d2_gbx_GBX_BT_sensor1_spd40hz_001.mat,broken,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,gearbox,val,True,False,4,48000,10000,2400.0,,,sensor1_spd40hz,"Sensor 1, 40 Hz shaft speed",1,mat,data/standardized/dataset_2/gbx/GBX_BT/d2_gbx_GBX_BT_sensor1_spd40hz_001.mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/broken/1/B1_45.MAT,B1_45.MAT,d2_gbx_GBX_BT_sensor1_spd45hz_001.mat,broken,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,gearbox,val,True,False,4,48000,10000,2700.0,,,sensor1_spd45hz,"Sensor 1, 45 Hz shaft speed",1,mat,data/standardized/dataset_2/gbx/GBX_BT/d2_gbx_GBX_BT_sensor1_spd45hz_001.mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/broken/1/B1_50.MAT,B1_50.MAT,d2_gbx_GBX_BT_sensor1_spd50hz_001.mat,broken,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,gearbox,test,True,False,4,48000,10000,3000.0,,,sensor1_spd50hz,"Sensor 1, 50 Hz shaft speed",1,mat,data/standardized/dataset_2/gbx/GBX_BT/d2_gbx_GBX_BT_sensor1_spd50hz_001.mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/broken/1/B1_55.MAT,B1_55.MAT,d2_gbx_GBX_BT_sensor1_spd55hz_001.mat,broken,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,gearbox,test,True,False,4,48000,10000,3300.0,,,sensor1_spd55hz,"Sensor 1, 55 Hz shaft speed",1,mat,data/standardized/dataset_2/gbx/GBX_BT/d2_gbx_GBX_BT_sensor1_spd55hz_001.mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/broken/2/B2_20.MAT,B2_20.MAT,d2_gbx_GBX_BT_sensor2_spd20hz_002.mat,broken,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,gearbox,train,True,False,4,48000,10000,1200.0,,,sensor2_spd20hz,"Sensor 2, 20 Hz shaft speed",2,mat,data/standardized/dataset_2/gbx/GBX_BT/d2_gbx_GBX_BT_sensor2_spd20hz_002.mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/broken/2/B2_25.MAT,B2_25.MAT,d2_gbx_GBX_BT_sensor2_spd25hz_002.mat,broken,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,gearbox,train,True,False,4,48000,10000,1500.0,,,sensor2_spd25hz,"Sensor 2, 25 Hz shaft speed",2,mat,data/standardized/dataset_2/gbx/GBX_BT/d2_gbx_GBX_BT_sensor2_spd25hz_002.mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/broken/2/B2_30.MAT,B2_30.MAT,d2_gbx_GBX_BT_sensor2_spd30hz_002.mat,broken,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,gearbox,train,True,False,4,48000,10000,1800.0,,,sensor2_spd30hz,"Sensor 2, 30 Hz shaft speed",2,mat,data/standardized/dataset_2/gbx/GBX_BT/d2_gbx_GBX_BT_sensor2_spd30hz_002.mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/broken/2/B2_35.MAT,B2_35.MAT,d2_gbx_GBX_BT_sensor2_spd35hz_002.mat,broken,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,gearbox,train,True,False,4,48000,10000,2100.0,,,sensor2_spd35hz,"Sensor 2, 35 Hz shaft speed",2,mat,data/standardized/dataset_2/gbx/GBX_BT/d2_gbx_GBX_BT_sensor2_spd35hz_002.mat
