filename,file_size_mb,channel,raw_name,fault,condition,trial,filename_pattern_valid,dtype,ndim_original,ndim_squeezed,num_elements,is_numeric,length,missing_count,finite_count,mean,std,min,max,median,rms,peak_to_peak,skewness,kurtosis,max_abs,crest_factor
B-D-3.mat,12.743,Channel_2,B-D-3,B,D,3,True,float64,2,1,2000000,True,2000000,0,2000000,2.106513085071098,2.0657375977169092,-0.0691903502124824,4.366306207994012,1.5827323330267227,2.950367638142232,4.435496558206494,0.010156781194948448,-1.9869245687362798,4.366306207994012,1.4799193671821045
C-A-1.mat,13.605,Channel_1,C-A-1,C,A,1,True,float64,2,1,2000000,True,2000000,0,2000000,0.001448365277035378,0.03336637127990579,-0.9630904213168872,1.150410329586481,0.0017467207521827538,0.033397791758801115,2.113500750903368,0.8945952007934401,71.85859629757884,1.150410329586481,34.44570041919973
C-A-1.mat,13.605,Channel_2,C-A-1,C,A,1,True,float64,2,1,2000000,True,2000000,0,2000000,2.105213924958054,2.0613390021188813,-0.07839599844800987,4.4215406229628895,1.5789514320382767,2.9463611712574824,4.4999366214109,0.010991506887227958,-1.9859158678075282,4.4215406229628895,1.500678418551047
C-A-2.mat,13.67,Channel_1,C-A-2,C,A,2,True,float64,2,1,2000000,True,2000000,0,2000000,0.0009135857609719553,0.034616994310605054,-1.0374098327663237,1.344430402531005,0.0010890265398159765,0.03462904754744366,2.3818402352973287,0.9934093210278006,80.91071836216878,1.344430402531005,38.823776504076896
C-A-2.mat,13.67,Channel_2,C-A-2,C,A,2,True,float64,2,1,2000000,True,2000000,0,2000000,2.1061261783093053,2.0620022092014314,-0.06360120659032262,4.420225517736773,1.5983490982662658,2.9474769871385527,4.483826724327096,0.010430372974950022,-1.986133540162914,4.420225517736773,1.4996641320779176
C-A-3.mat,13.639,Channel_1,C-A-3,C,A,3,True,float64,2,1,2000000,True,2000000,0,2000000,0.0011561637515354437,0.03374859130252241,-0.9091595203729952,1.0448502797494554,0.0010890265398159765,0.0337683895015006,1.9540098001224506,0.9372658541210273,69.3443347403982,1.0448502797494554,30.94166749358966
C-A-3.mat,13.639,Channel_2,C-A-3,C,A,3,True,float64,2,1,2000000,True,2000000,0,2000000,2.105117248905478,2.0609965009184763,-0.07642335954911364,4.418910412515928,1.6013080643637472,2.9460524789008047,4.495333772065042,0.010669962739184332,-1.9859600554454113,4.418910412515928,1.49994287072736
C-B-1.mat,13.427,Channel_1,C-B-1,C,B,1,True,float64,2,1,2000000,True,2000000,0,2000000,0.0008235502740791719,0.03034633596954896,-0.9006094994377742,1.0139386170894729,0.0007601794337580708,0.030357508821223723,1.914548116527247,0.9281616977605863,71.01200558634667,1.0139386170894729,33.399928270155094
C-B-1.mat,13.427,Channel_2,C-B-1,C,B,1,True,float64,2,1,2000000,True,2000000,0,2000000,2.1117526946365293,2.06803696285747,-0.07543704009788374,4.452116820958319,1.6231715366018173,2.955719256466923,4.527553861056203,0.009736738828896887,-1.9868483446554852,4.452116820958319,1.506271886687944
C-B-2.mat,13.552,Channel_1,C-B-2,C,B,2,True,float64,2,1,2000000,True,2000000,0,2000000,0.00068955634261997,0.03368693596679512,-0.8447055159924978,1.0215021088926561,0.0007601794337580708,0.03369399268090087,1.866207624885154,0.875411469512848,66.73083542836154,1.0215021088926561,30.31703955559073
C-B-2.mat,13.552,Channel_2,C-B-2,C,B,2,True,float64,2,1,2000000,True,2000000,0,2000000,2.1096985404420288,2.0659123541776454,-0.06491629921074527,4.447185175927098,1.614294637989207,2.952765108620569,4.512101475137843,0.010072218667713906,-1.986543344098635,4.447185175927098,1.5061086853619288
C-B-3.mat,13.596,Channel_1,C-B-3,C,B,3,True,float64,2,1,2000000,True,2000000,0,2000000,0.0005761103323381905,0.03340107896172043,-0.9588154108963471,1.1303506303922115,0.0007601794337580708,0.03340604704124852,2.089166041288559,1.0651796010606098,69.51574304593274,1.1303506303922115,33.83670713857576
C-B-3.mat,13.596,Channel_2,C-B-3,C,B,3,True,float64,2,1,2000000,True,2000000,0,2000000,2.109168219247847,2.064147686455074,-0.08036863734215738,4.426801043920088,1.693364795773911,2.951151681730873,4.507169681262246,0.009223929069602291,-1.986300595529888,4.426801043920088,1.500024912756682
C-C-1.mat,12.972,Channel_1,C-C-1,C,C,1,True,float64,2,1,2000000,True,2000000,0,2000000,0.000521647108171604,0.023323643863727504,-0.5684740547908739,0.7252105960687877,0.00043133232778377883,0.023329476607662186,1.2936846508596616,0.7019219377982975,54.17000562745916,0.7252105960687877,31.085592200152664
C-C-1.mat,12.972,Channel_2,C-C-1,C,C,1,True,float64,2,1,2000000,True,2000000,0,2000000,2.1152391822410292,2.0720377931696534,-0.07050544282390142,4.436993109764934,1.62991140416751,2.961009526227679,4.507498552588836,0.008937274265950059,-1.9878732443328584,4.436993109764934,1.4984730952276455
C-C-2.mat,13.04,Channel_1,C-C-2,C,C,2,True,float64,2,1,2000000,True,2000000,0,2000000,0.0002722994539323006,0.02367202905134384,-0.5480855410630185,0.7215932752975553,0.00043133232778377883,0.023673595130446045,1.269678816360574,0.5594522376299944,52.389653333548026,0.7215932752975553,30.480933348798022
C-C-2.mat,13.04,Channel_2,C-C-2,C,C,2,True,float64,2,1,2000000,True,2000000,0,2000000,2.1145840991430127,2.070069126044916,-0.07938231789567701,4.41858163621154,1.729201170644307,2.9591640878722543,4.497963954107217,0.0080313068202112,-1.9875900406176332,4.41858163621154,1.4931857460424438
C-C-3.mat,13.328,Channel_1,C-C-3,C,C,3,True,float64,2,1,2000000,True,2000000,0,2000000,0.0003105263619961515,0.02749973235363605,-0.6520011899029036,0.7663165150530931,0.00043133232778377883,0.027501485526114984,1.4183177049559967,0.6026013056766396,54.63899213722959,0.7663165150530931,27.864549874057197
C-C-3.mat,13.328,Channel_2,C-C-3,C,C,3,True,float64,2,1,2000000,True,2000000,0,2000000,2.110294908829681,2.066041306024721,-0.06656016498329248,4.38570400743376,1.6522680386673712,2.9532814428077807,4.452264172417053,0.009083001565581901,-1.9871242815596621,4.38570400743376,1.4850274490819027
C-D-1.mat,13.38,Channel_1,C-D-1,C,D,1,True,float64,2,1,2000000,True,2000000,0,2000000,6.458853242218297e-05,0.02818839362179599,-0.6316126768597303,0.7344183217404471,0.0001024852218931005,0.028188467618085047,1.3660309986001775,0.7133892951874908,51.39386302177515,0.7344183217404471,26.05385761619982
C-D-1.mat,13.38,Channel_2,C-D-1,C,D,1,True,float64,2,1,2000000,True,2000000,0,2000000,2.1104130663224883,2.0663823075696603,-0.07247808173706252,4.384717678621166,1.6501310073869555,2.9536044338302307,4.457195760358228,0.00934141786580201,-1.9870470781923104,4.384717678621166,1.4845311133742676
C-D-2.mat,13.492,Channel_1,C-D-2,C,D,2,True,float64,2,1,2000000,True,2000000,0,2000000,0.00011187875871760842,0.029914604392369693,-0.609251081726113,0.8574072390885328,0.0001024852218931005,0.02991481360143559,1.4666583208146458,0.8219695340090275,51.83792162824172,0.8574072390885328,28.66162732992548
C-D-2.mat,13.492,Channel_2,C-D-2,C,D,2,True,float64,2,1,2000000,True,2000000,0,2000000,2.1095987321581493,2.0650757906465915,-0.06820403075252893,4.377813377015617,1.6678848059836724,2.9521085399825533,4.446017407768146,0.008975399144489476,-1.9869749056312889,4.377813377015617,1.482944586123344
C-D-3.mat,13.552,Channel_1,C-D-3,C,D,3,True,float64,2,1,2000000,True,2000000,0,2000000,0.0002167681693742837,0.030299892582362584,-0.6115530106459602,0.78637620427939,0.0001024852218931005,0.030300667961976765,1.3979292149253504,0.7657575677733972,51.28453840522455,0.78637620427939,25.952437922034775
C-D-3.mat,13.552,Channel_2,C-D-3,C,D,3,True,float64,2,1,2000000,True,2000000,0,2000000,2.1089728557825627,2.0640243825860565,-0.07510826694720973,4.380443587134021,1.693364795773911,2.9509258137637757,4.4555518540812304,0.008762893787889756,-1.9868890987179648,4.380443587134021,1.4844302648011873
H-A-1.mat,11.358,Channel_1,H-A-1,H,A,1,True,float64,2,1,2000000,True,2000000,0,2000000,0.0005216796369642327,0.007143924868510885,-0.09822279578871576,0.03660451449102811,0.00043133232778377883,0.007162947170721795,0.13482731027974387,-0.3247502665593914,2.3860082424314744,0.09822279578871576,13.712623232821926
H-A-1.mat,11.358,Channel_2,H-A-1,H,A,1,True,float64,2,1,2000000,True,2000000,0,2000000,2.1181073379357738,2.07971622503276,-0.08299882252697252,4.420554294042808,1.419989227747713,2.968433639427011,4.503553116569781,0.01301033188766498,-1.9864931632007619,4.420554294042808,1.4891875079599544
H-A-2.mat,11.6,Channel_1,H-A-2,H,A,2,True,float64,2,1,2000000,True,2000000,0,2000000,9.44995250032163e-05,0.00824043177766733,-0.09263239538628171,0.05403341172126054,0.0001024852218931005,0.00824097361011521,0.14666580710754223,-0.22270423383773993,1.975918568689493,0.09263239538628171,11.240467421541311
H-A-2.mat,11.6,Channel_2,H-A-2,H,A,2,True,float64,2,1,2000000,True,2000000,0,2000000,2.113936513426986,2.0752806682031673,-0.07740967899915555,4.4215406229628895,1.427057866654935,2.9623499851667807,4.498950301962045,0.013822176897983747,-1.9855845408212132,4.4215406229628895,1.4925787449500016
H-A-3.mat,11.604,Channel_1,H-A-3,H,A,3,True,float64,2,1,2000000,True,2000000,0,2000000,8.702795332461965e-05,0.008080385951734907,-0.11400745562874734,0.05962381277135498,0.0001024852218931005,0.008080854595502548,0.17363126840010232,-0.24821756150055013,1.9070564415035243,0.11400745562874734,14.108341423715126
H-A-3.mat,11.604,Channel_2,H-A-3,H,A,3,True,float64,2,1,2000000,True,2000000,0,2000000,2.115129909095717,2.075773386893854,-0.06853280390597907,4.414307544284468,1.4691409280953005,2.9635468084860808,4.4828403481904475,0.01288385014814623,-1.9858659666411311,4.414307544284468,1.4895352864493827
H-B-1.mat,11.619,Channel_1,H-B-1,H,B,1,True,float64,2,1,2000000,True,2000000,0,2000000,5.5222686823532124e-05,0.0086165362375394,-0.10512858449041876,0.050416093408162055,0.0001024852218931005,0.008616713194598604,0.1555446778985808,-0.21434362577221266,1.8158709532260078,0.10512858449041876,12.200543538610374
H-B-1.mat,11.619,Channel_2,H-B-1,H,B,1,True,float64,2,1,2000000,True,2000000,0,2000000,2.1156385123190806,2.076079229937257,-0.06886157705929691,4.436335557120212,1.482456272434725,2.9641240331309637,4.505197134179509,0.012894537760760615,-1.9856042761219574,4.436335557120212,1.4966767610038811
H-B-2.mat,11.309,Channel_1,H-B-2,H,B,2,True,float64,2,1,2000000,True,2000000,0,2000000,-9.589555560229253e-05,0.007345648561853496,-0.09394778371827417,0.06488536672396908,-0.00022636188391397805,0.007346274481112495,0.15883315044224325,-0.3508962723053165,3.116740752323258,0.09394778371827417,12.788493536392753
H-B-2.mat,11.309,Channel_2,H-B-2,H,B,2,True,float64,2,1,2000000,True,2000000,0,2000000,2.1234027258843193,2.0850833162826414,-0.07017666967124508,4.473816059980737,1.4484281708853746,2.97597237422211,4.543992729651982,0.012211565081899974,-1.9868949498313424,4.473816059980737,1.503312362282983
H-B-3.mat,11.713,Channel_1,H-B-3,H,B,3,True,float64,2,1,2000000,True,2000000,0,2000000,1.6828473936920662e-05,0.008927297027843454,-0.09822279578871576,0.08198541722585574,0.0001024852218931005,0.008927312889155267,0.18020821301457152,-0.16757820063720164,1.768749762777098,0.09822279578871576,11.002504001852
H-B-3.mat,11.713,Channel_2,H-B-3,H,B,3,True,float64,2,1,2000000,True,2000000,0,2000000,2.1157139070936224,2.076565007938179,-0.08793041972578733,4.436006780798347,1.4651956409466276,2.9645181006130916,4.523937200524134,0.013184723950425968,-1.985645269291284,4.436006780798347,1.4963669069454955
H-C-1.mat,11.604,Channel_1,H-C-1,H,C,1,True,float64,2,1,2000000,True,2000000,0,2000000,-2.9146657430609164e-05,0.00832102784041819,-0.10677281989060286,0.05469110596113827,0.0001024852218931005,0.008321078887299061,0.16146392585174113,-0.24321568568150195,1.8568369164134468,0.10677281989060286,12.831607696157805
H-C-1.mat,11.604,Channel_2,H-C-1,H,C,1,True,float64,2,1,2000000,True,2000000,0,2000000,2.1165700273861194,2.077282416605442,-0.0747794937964037,4.412663662788871,1.4798260809342474,2.9656316222969146,4.487443156585275,0.012603866927215776,-1.9860485717760494,4.412663662788871,1.4879338450576725
H-C-2.mat,11.483,Channel_1,H-C-2,H,C,2,True,float64,2,1,2000000,True,2000000,0,2000000,2.636355317772926e-05,0.0078450541936809,-0.09986703119695592,0.055348800201364914,0.0001024852218931005,0.00784509849133371,0.15521583139832085,-0.29164404329421695,2.1617584719324414,0.09986703119695592,12.729863277978804
H-C-2.mat,11.483,Channel_2,H-C-2,H,C,2,True,float64,2,1,2000000,True,2000000,0,2000000,2.1193915292313203,2.0800630839790926,-0.06886157705929691,4.414965096885012,1.5023470960729473,2.969593050825331,4.483826673944309,0.011865530915964935,-1.9865439250182328,4.414965096885012,1.4867239454436263
H-C-3.mat,11.515,Channel_1,H-C-3,H,C,3,True,float64,2,1,2000000,True,2000000,0,2000000,8.648560045069042e-06,0.00792014180597709,-0.10973244360612036,0.05008724628931156,0.0001024852218931005,0.007920146527961264,0.15981968989543194,-0.26069383067454066,1.9663794391280431,0.10973244360612036,13.854850187268788
H-C-3.mat,11.515,Channel_2,H-C-3,H,C,3,True,float64,2,1,2000000,True,2000000,0,2000000,2.1166704207590343,2.0778034581768736,-0.06984789651845646,4.40674568947284,1.4520446839919265,2.9660682529112505,4.476593585991296,0.012724522146398921,-1.9862649130028396,4.40674568947284,1.485719583542131
H-D-1.mat,11.34,Channel_1,H-D-1,H,D,1,True,float64,2,1,2000000,True,2000000,0,2000000,7.434453809806297e-06,0.0074626819111210585,-0.10743051405014126,0.051731481884433675,0.0001024852218931005,0.007462685614286377,0.15916199593457492,-0.34223142257337125,2.577095776917435,0.10743051405014126,14.395690720841703
H-D-1.mat,11.34,Channel_2,H-D-1,H,D,1,True,float64,2,1,2000000,True,2000000,0,2000000,2.1219205727665194,2.08319810846508,-0.06590261867467098,4.412992439087333,1.4619079016780343,2.9735939999001686,4.478895057762004,0.011810278808832909,-1.9870442964028938,4.412992439087333,1.4840601774268742
H-D-2.mat,11.294,Channel_1,H-D-2,H,D,2,True,float64,2,1,2000000,True,2000000,0,2000000,3.0423661097438572e-05,0.007356016768410431,-0.09164585413647491,0.043510303930525907,0.0001024852218931005,0.007356079682568017,0.13515615806700082,-0.350480640808828,2.6892014209362385,0.09164585413647491,12.458518408066134
H-D-2.mat,11.294,Channel_2,H-D-2,H,D,2,True,float64,2,1,2000000,True,2000000,0,2000000,2.1236178693511656,2.0849940636551407,-0.08464268826320107,4.41858163621154,1.4716067325778595,2.976063356265247,4.503224324474741,0.011641794251727273,-1.9871794007924122,4.41858163621154,1.4847068450036471
H-D-3.mat,11.887,Channel_1,H-D-3,H,D,3,True,float64,2,1,2000000,True,2000000,0,2000000,0.0018208899688289882,0.011786677652877175,-0.10414204324938992,0.10697779916261979,0.0017467207521827538,0.011926500340477765,0.2111198424120097,-0.03419698320543154,1.542158209642623,0.10697779916261979,8.969756098488013
H-D-3.mat,11.887,Channel_2,H-D-3,H,D,3,True,float64,2,1,2000000,True,2000000,0,2000000,2.1297517983625758,2.079117613505157,-0.06886157705929691,4.412334886490739,1.4324826361109644,2.9763354604976926,4.481196463550036,0.013160158949011121,-1.9865507070612727,4.412334886490739,1.4824723036269989
I-A-1.mat,14.798,Channel_1,I-A-1,I,A,1,True,float64,2,1,2000000,True,2000000,0,2000000,0.2068914805704213,0.05200312199352279,-0.8841671514406466,1.0264348209814664,0.21253773402742943,0.213327001173537,1.910601972422113,-0.8129696489248369,11.676261178472107,1.0264348209814664,4.811556039952408
I-A-1.mat,14.798,Channel_2,I-A-1,I,A,1,True,float64,2,1,2000000,True,2000000,0,2000000,2.11813717845633,2.0797537546784572,-0.07675213269925957,4.472500954544336,1.3834953260028926,2.9684812256199433,4.549253087243596,0.014002584498714702,-1.985995366882216,4.472500954544336,1.5066630423476202
I-A-2.mat,15.095,Channel_1,I-A-2,I,A,2,True,float64,2,1,2000000,True,2000000,0,2000000,0.00378453325976079,0.048762915623806934,-1.0765426199023067,0.9915769896168166,0.004377497604999253,0.04890955563209249,2.0681196095191234,-0.18811017149745735,20.262286538238204,1.0765426199023067,22.010885316568334
I-A-2.mat,15.095,Channel_2,I-A-2,I,A,2,True,float64,2,1,2000000,True,2000000,0,2000000,2.118297660872643,2.079685593562847,-0.08431391511621869,4.46263766394046,1.403386146022406,2.968547986496322,4.546951579056679,0.013606850183910257,-1.9861419050566718,4.46263766394046,1.5033065607295646
I-A-3.mat,15.166,Channel_1,I-A-3,I,A,3,True,float64,2,1,2000000,True,2000000,0,2000000,0.0017926282510153076,0.04920166973116892,-0.8713421199605221,0.9228478741919576,0.002075567858491681,0.04923431547590929,1.7941899941524797,-0.057630122406355976,16.900262173738604,0.9228478741919576,18.74399725621277
I-A-3.mat,15.166,Channel_2,I-A-3,I,A,3,True,float64,2,1,2000000,True,2000000,0,2000000,2.1173137658651293,2.0773695567046038,-0.07543704009788374,4.455075808012783,1.4711135716804278,2.9662235010607443,4.530512848110667,0.012957157570900062,-1.9857433586750521,4.455075808012783,1.501935308118088
I-B-1.mat,14.366,Channel_1,I-B-1,I,B,1,True,float64,2,1,2000000,True,2000000,0,2000000,0.0011920651172886074,0.0389150366568895,-1.0939715082353596,0.8495149015670064,0.0014178736459575375,0.03893329034709126,1.9434864098023659,-0.14315521462882835,24.948527212742807,1.0939715082353596,28.098614283112887
I-B-1.mat,14.366,Channel_2,I-B-1,I,B,1,True,float64,2,1,2000000,True,2000000,0,2000000,2.1304399910543177,2.092280698146654,-0.08398514196910467,4.527077834626752,1.404208080749472,2.9860363486268175,4.611062976595857,0.012390054750362978,-1.987063919021336,4.527077834626752,1.5160826279655337
I-B-2.mat,14.899,Channel_1,I-B-2,I,B,2,True,float64,2,1,2000000,True,2000000,0,2000000,0.0010280095873780371,0.04530369010939745,-1.0045251375395414,0.779470409570795,0.0010890265398159765,0.04531535215840274,1.7839955471103366,-0.12711404482039534,20.456040661004824,1.0045251375395414,22.16743531040339
I-B-2.mat,14.899,Channel_2,I-B-2,I,B,2,True,float64,2,1,2000000,True,2000000,0,2000000,2.1234022048048953,2.0838003380044743,-0.07510826694720973,4.459678676817462,1.4762095676420244,2.9750732380964773,4.534786943764671,0.011852380477096436,-1.9868333545512502,4.459678676817462,1.49901475355641
I-B-3.mat,15.048,Channel_1,I-B-3,I,B,3,True,float64,2,1,2000000,True,2000000,0,2000000,0.0007961202947011216,0.050799266968674484,-1.1627005204631122,1.078063876246233,0.0010890265398159765,0.05080550493871997,2.240764396709345,-0.1111007996460284,23.681811633786516,1.1627005204631122,22.885325554101385
I-B-3.mat,15.048,Channel_2,I-B-3,I,B,3,True,float64,2,1,2000000,True,2000000,0,2000000,2.122731795828003,2.0825719200529207,-0.08760164658012062,4.481706692710665,1.511717153744472,2.9737343659466435,4.569308339290785,0.011863057932838617,-1.9862910236540539,4.481706692710665,1.5070971852874226
I-C-1.mat,15.295,Channel_1,I-C-1,I,C,1,True,float64,2,1,2000000,True,2000000,0,2000000,0.000712821519367469,0.050928057750507454,-1.2824008092071817,1.139229513568808,0.0007601794337580708,0.050933046058109464,2.4216303227759894,-0.08968942199295063,18.634512269975367,1.2824008092071817,25.178168369197707
I-C-1.mat,15.295,Channel_2,I-C-1,I,C,1,True,float64,2,1,2000000,True,2000000,0,2000000,2.1189518848995275,2.078837522160704,-0.0747794937964037,4.419567965125691,1.485908398798547,2.9684208822305713,4.494347458922094,0.012131749817650047,-1.986338247773869,4.419567965125691,1.4888616340027494
I-C-2.mat,15.097,Channel_1,I-C-2,I,C,2,True,float64,2,1,2000000,True,2000000,0,2000000,0.0006678637104247817,0.047380445734261034,-0.8361554949285495,0.9129824514506222,0.0007601794337580708,0.0473851525260071,1.7491379463791716,-0.08091848160015552,18.14555648156494,0.9129824514506222,19.267268390653303
I-C-2.mat,15.097,Channel_2,I-C-2,I,C,2,True,float64,2,1,2000000,True,2000000,0,2000000,2.1213113894936506,2.0814722826182357,-0.08332759567448159,4.425485938672877,1.5026758700236638,2.9719503485932353,4.508813534347359,0.011863718295171974,-1.986646882118237,4.425485938672877,1.4890847489318484
